environment,source_row,time_s,speed_rpm,acceleration_rpm_s,inlet_temperature_K,inlet_pressure_kPa,fuel_lbm_s
2,4047,60.69,9565.9468044822,-54.5531318041495,271.902738464831,73.4442916025439,1.78180075559713
2,5545,83.16,9478.26430361961,35.7197491430848,271.902738464831,73.4442916025439,1.77604446009589
2,4300,64.485,9347.89451373008,-51.9677812908561,271.902738464831,73.4442916025439,1.42163302934959
2,3052,45.765,9689.27914714217,-15.0358370005205,271.902738464831,73.4442916025439,2.05496183256778
2,5254,78.795,9458.50548781557,-13.7340869852095,271.902738464831,73.4442916025439,1.66596054030918
2,4656,69.825,9312.02733688833,41.6540172300842,271.902738464831,73.4442916025439,1.50308808612236
2,5724,85.845,9607.74635718237,59.4859511993912,271.902738464831,73.4442916025439,2.0358944763778
2,3745,56.16,9617.90105521549,14.8438379962037,271.902738464831,73.4442916025439,1.97800333777497
2,3306,49.575,9578.13388874281,-24.404956553289,271.902738464831,73.4442916025439,1.84881705068552
2,4418,66.255,9278.04114930341,-28.7762632272037,271.902738464831,73.4442916025439,1.34300824672186
2,4177,62.64,9455.44172887685,-60.7196816563829,271.902738464831,73.4442916025439,1.58830993762355
2,5986,89.775,9750.0844725893,7.07006448649041,271.902738464831,73.4442916025439,2.16721482998688
2,5423,81.33,9438.33706420575,11.8127784763852,271.902738464831,73.4442916025439,1.6704057961238
2,3477,52.14,9543.49307273689,-1.35395762322906,271.902738464831,73.4442916025439,1.82663267774194
2,5614,84.195,9520.60042915733,55.9514876463985,271.902738464831,73.4442916025439,1.87982328583917
2,4788,71.805,9398.55555002997,45.5685388370429,271.902738464831,73.4442916025439,1.65391613521097
2,3170,47.535,9645.59199601312,-38.446990139007,271.902738464831,73.4442916025439,1.94264289925764
2,4552,68.265,9269.3297812467,22.3364243694487,271.902738464831,73.4442916025439,1.40486914278479
2,5812,87.165,9677.32247032211,49.3514224561215,271.902738464831,73.4442916025439,2.14152627951435
2,3611,54.15,9571.06887354641,29.9897761003494,271.902738464831,73.4442916025439,1.92243947646148
2,3904,58.545,9630.3695482712,-3.67461217774989,271.902738464831,73.4442916025439,1.97030049100256
2,3536,53.025,9551.66775837254,14.7062589649943,271.902738464831,73.4442916025439,1.86536788671557
2,4243,63.63,9394.39668982967,-63.0318127041346,271.902738464831,73.4442916025439,1.48189842991742
2,4970,74.535,9488.09437904609,20.2970922239763,271.902738464831,73.4442916025439,1.76834747476243
2,4024,60.345,9582.2648588818,-39.6210140214448,271.902738464831,73.4442916025439,1.83216786006774
2,4114,61.695,9514.03171393791,-61.6381043422952,271.902738464831,73.4442916025439,1.68417028517053
2,4989,74.82,9491.78499200826,5.07937013665271,271.902738464831,73.4442916025439,1.75084868527265
2,4444,66.645,9269.92955685591,-14.3564427465313,271.902738464831,73.4442916025439,1.35128751675591
2,4355,65.31,9307.51615562853,-41.793029845576,271.902738464831,73.4442916025439,1.37119692661481
2,3922,58.815,9627.85624854421,-17.7045596704594,271.902738464831,73.4442916025439,1.94391067167277
2,5926,88.875,9739.93496759786,20.6123192158304,271.902738464831,73.4442916025439,2.18137064859864
2,5380,80.685,9436.84725022387,-1.62114421540633,271.902738464831,73.4442916025439,1.64717767188898
2,5650,84.735,9547.94743183505,44.7811257283988,271.902738464831,73.4442916025439,1.90768071157802
2,3095,46.41,9676.83563597298,-28.1573240286637,271.902738464831,73.4442916025439,2.01285251529445
2,3404,51.045,9548.63425258766,-14.3498420777869,271.902738464831,73.4442916025439,1.81496506945599
2,3020,45.285,9693.0750060802,-2.52665419000018,271.902738464831,73.4442916025439,2.08102220971075
2,5751,86.25,9630.43794637382,48.4756430564918,271.902738464831,73.4442916025439,2.05698130644413
2,5176,77.625,9479.02657950136,-24.3596913529698,271.902738464831,73.4442916025439,1.68436550257073
3,4483,67.23,9264.52797861532,0.476305364830165,255.676800657236,53.1431818867553,1.27369580702341
3,5910,88.635,9733.39841697593,33.8483432384053,255.676800657236,53.1431818867553,1.73296775515611
3,4047,60.69,9565.10880919241,-55.1895215550897,255.676800657236,53.1431818867553,1.47636939441003
3,5545,83.16,9478.82985724995,35.8501616472128,255.676800657236,53.1431818867553,1.56295249722665
3,4301,64.5,9346.60982182783,-51.4792375104654,255.676800657236,53.1431818867553,1.29659375741046
3,3053,45.78,9688.91523738239,-15.7151522374716,255.676800657236,53.1431818867553,1.62077922397766
3,5122,76.815,9488.79383909414,-11.721523658156,255.676800657236,53.1431818867553,1.49184594575298
3,4657,69.84,9312.83030549729,42.3713249507589,255.676800657236,53.1431818867553,1.39920955041497
3,5724,85.845,9608.89882107953,59.7310962748285,255.676800657236,53.1431818867553,1.69071564457732
3,3745,56.16,9618.39457460536,14.441650161223,255.676800657236,53.1431818867553,1.62102991245449
3,4177,62.64,9454.17992940004,-60.8167741464859,255.676800657236,53.1431818867553,1.39532267366613
