Kd,Ki,Kp,accelTau,accelWeight,accepted,altitude_m,candidate,compressor_Nc_outside_percent,environment,events_inside_1pct_throughout,fallback_percent,first_failure_eval_s,fuel_limit_percent,fuel_peak_lbm_s,gp_outside_percent,iae_rpm_s,isa_delta_C,max_2s_fuel_range_lbm_s,max_fuel_slew_lbm_s2,minimum_margin_percent,mode,peak_rpm,phase,recovery_1pct_speed_s,ringing_excess_TV_lbm_s,rmse_rpm,settling_to_point1_rpm_s,wall_seconds
0,40,16,0.03,0.05,1,0,64,0,11,6,0,NaN,0,2.15978572719601,0.699883352774538,39.7670477418658,10,0.570141963776509,8.00201568411203,18.1975556136605,2,17.1380518832666,transfer,0,1.32272502988041,2.04474597316709,1.66500000000001,33.1190946
0,40,16,0.03,0.05,1,2500,64,0,12,6,0,NaN,0,2.01180942657289,0.699883352774538,40.5203313045299,10,0.506438236158046,6.82716636900794,14.870184362012,2,16.1386672021454,transfer,0,0.927626680906764,2.06445048417771,1.605,28.4697095
0,40,16,0.03,0.05,1,5000,64,0,13,6,0,NaN,0,1.81136077128279,0.699883352774538,48.706410399476,10,0.430939937214394,5.37225678680372,10.4121356754453,2,15.881198927611,transfer,0,0.440647045384869,2.42142483753266,1.34999999999999,28.0353228
0,40,16,0.03,0.05,1,7500,64,0,14,6,0,NaN,0,1.46951589347767,0.999833361106482,138.201493792931,10,0.361262180992253,2.98108529950307,6.08973802247169,2,23.977513124084,transfer,0,0.610851430686491,4.93252913678523,4.845,29.3751106
0,40,16,0.03,0.05,0,10000,64,89.4214876033058,15,NaN,0,18.135,NaN,NaN,15.1239669421488,NaN,10,NaN,NaN,NaN,2,NaN,transfer,NaN,NaN,NaN,NaN,15.6839436
0,40,16,0.03,0.05,1,0,64,0,16,6,0,NaN,0,1.83745166397274,0.649891684719213,35.8455609168119,20,0.485318991812714,6.81957618364694,20.3797859746069,2,15.1116749741377,transfer,0,1.0714959176911,1.8399389154235,1.62,23.4286698
0,40,16,0.03,0.05,1,2500,64,0,17,6,0,NaN,0,1.71355497446375,0.649891684719213,42.5235274625075,20,0.416935853293774,5.48571000140229,17.9616136866993,2,15.111661116609,transfer,0,0.549157772582668,2.14679237363989,1.455,24.5922567
0,40,16,0.03,0.05,1,5000,64,0,18,6,0,NaN,0,1.58494110480515,0.649891684719213,42.7475495832644,20,0.380878304604774,4.6923357963837,13.4831697315778,2,13.948136426643,transfer,0,0.399135763514937,2.13187535895816,1.34999999999999,27.0576246
0,40,16,0.03,0.05,1,7500,64,0,19,6,0,NaN,0,1.39294375462048,0.84985835694051,101.259535467821,20,0.343998085046109,3.00481106538017,8.3533465023928,2,21.3935154643059,transfer,0,0.565755195280248,3.93855030908604,3.61499999999999,25.3832051
0,40,16,0.03,0.05,1,10000,64,0,20,6,0,NaN,0,1.05890711692106,0.599900016663889,162.606228780883,20,0.264294200688688,1.93725902050777,4.50723571502459,2,22.0416645816513,transfer,0,0.39448402338455,4.97750614905988,Inf,26.018223
0,40,16,0.03,0.05,1,0,64,0,21,6,0,NaN,0,3.40296388330953,0.699883352774538,47.4764978098376,-20,0.91093599707882,13.327584688368,9.69627110073087,2,23.0910160055319,transfer,0,3.01274110826723,2.47818742824242,1.83,24.2953734
0,40,16,0.03,0.05,1,2500,64,0,22,6,0,NaN,0,2.80425934673264,1.14980836527245,103.182742689814,-20,0.665967954547385,7.53633481067627,6.98641799451227,2,28.5519241968123,transfer,0,0.746722795658455,4.81641849710813,2.22,23.3483552
0,40,16,0.03,0.05,0,5000,64,91.7972350230415,23,NaN,0,16.26,NaN,NaN,8.94009216589862,NaN,-20,NaN,NaN,NaN,2,NaN,transfer,NaN,NaN,NaN,NaN,16.9581501
0,40,16,0.03,0.05,0,7500,64,100,24,NaN,0,11.625,NaN,NaN,13.5309278350515,NaN,-20,NaN,NaN,NaN,2,NaN,transfer,NaN,NaN,NaN,NaN,12.5021863
0,40,16,0.03,0.05,0,10000,64,100,25,NaN,0,12.12,NaN,NaN,16.8108776266996,NaN,-20,NaN,NaN,NaN,2,NaN,transfer,NaN,NaN,NaN,NaN,14.1301589
0,40,16,0.03,0.05,1,0,64,0,26,6,0,NaN,0,1.5389137998705,100,31.1784757637918,30,0.410319152649228,5.75360075345574,23.0051609296013,2,13.1277053983922,transfer,0,0.907702814600586,1.59933445441778,1.575,22.8266686
0,40,16,0.03,0.05,1,2500,64,0,27,6,0,NaN,0,1.47693006552176,0.599900016663889,38.101780796385,30,0.364581466665326,4.8008105859501,19.884093199298,2,13.3439586486165,transfer,0,0.473325071689589,1.92124217186932,1.41,18.6921366
0,40,16,0.03,0.05,1,5000,64,0,28,6,0,NaN,0,1.36187660534503,0.549908348608565,38.8163363442627,30,0.331360829082326,4.01497118167204,16.4212674397522,2,12.4561757098199,transfer,0,0.344285427175158,1.93047130823094,1.30500000000001,16.7475226
0,40,16,0.03,0.05,1,7500,64,0,29,6,0,NaN,0,1.22835642664557,0.549908348608565,51.5968415259487,30,0.299349062309286,3.07531110614603,11.3278082720904,2,13.2617953110112,transfer,0,0.355650941215801,2.3467482226727,2.175,16.7989975
0,40,16,0.03,0.05,1,10000,64,0,30,6,0,NaN,0,1.00964796573517,0.449925012497917,161.754169676122,30,0.254643099384369,1.85468703259,6.63867005328276,2,21.5021636220754,transfer,0,0.371518505945867,4.88879560326817,6.23999999999999,17.5907476
0,40,16,0.03,0.05,1,0,64,0,31,6,0,NaN,0,3.67769606412284,1.04982502916181,97.659354750121,-30,0.87735221858064,10.7202138124531,8.26281478320764,2,32.1981039294387,transfer,0,1.08994797338565,4.8238602617701,1.89,17.4032965
0,40,16,0.03,0.05,1,2500,64,0,32,6,0,NaN,0,2.9368625067882,1.14980836527245,105.763943333675,-30,0.686459452163993,7.5554312266353,4.8756502424106,2,28.8275860773083,transfer,0,0.733457296971504,4.95639589589535,2.22,17.5911193
0,40,16,0.03,0.05,1,5000,64,13.9310114980837,33,0,0,NaN,0,2.11347675191415,4.44925845692385,18272.0603170344,-30,0.607075682191314,5.33682343670225,3.61769102324789,2,259.297366013325,transfer,Inf,1.28374713874208,215.885873387224,Inf,16.7542171
0,40,16,0.03,0.05,0,7500,64,100,34,NaN,0,11.565,NaN,NaN,12.9533678756477,NaN,-30,NaN,NaN,NaN,2,NaN,transfer,NaN,NaN,NaN,NaN,9.161634
0,40,16,0.03,0.05,0,10000,64,100,35,NaN,0,12.24,NaN,NaN,17.5030599755202,NaN,-30,NaN,NaN,NaN,2,NaN,transfer,NaN,NaN,NaN,NaN,9.2009138
