Kd,Ki,Kp,accelTau,accelWeight,accepted,altitude_m,candidate,compressor_Nc_outside_percent,environment,events_inside_1pct_throughout,fallback_percent,first_failure_eval_s,fuel_limit_percent,fuel_peak_lbm_s,gp_outside_percent,iae_rpm_s,isa_delta_C,max_2s_fuel_range_lbm_s,max_fuel_slew_lbm_s2,minimum_margin_percent,mode,peak_rpm,phase,recovery_1pct_speed_s,ringing_excess_TV_lbm_s,rmse_rpm,settling_to_point1_rpm_s,wall_seconds
0.002,0.1,0.025,0.03,1,1,5000,78,0,13,6,0,NaN,0,1.83337151545325,0.499916680553241,27.0876457042329,10,0.460144624245832,7.44366113431031,9.96063918009895,3,12.8634411776675,transfer,0,1.31815855919439,1.56492790096525,1.36499999999999,24.4983719
0.002,0.1,0.025,0.03,1,1,7500,78,0,14,6,0,NaN,0,1.47053836993129,0.349941676387269,21.4882858392409,10,0.366535343989143,5.91122745461132,6.07238645960169,3,10.2718700834339,transfer,0,1.12127921076031,1.24186955585405,1.32000000000001,21.8587514
0.002,0.1,0.025,0.03,1,1,10000,78,100,15,6,100,NaN,0,1.08148664809476,0,15.6018153223451,10,0.266840397297175,4.1868536097685,3.10083944668372,3,7.47757713076862,transfer,0,0.872567933397972,0.903806150626856,1.27500000000001,23.1951116
0.002,0.1,0.025,0.03,1,1,0,78,0,16,6,0,NaN,0,1.83268230541124,0.549908348608565,27.9441887666692,20,0.486665621419501,7.94058019997076,20.494735427452,3,13.6094342908473,transfer,0,1.50000913497918,1.62372241345905,1.38,24.4134676
0.002,0.1,0.025,0.03,1,1,2500,78,0,17,6,0,NaN,0,1.74003709118956,0.499916680553241,26.291101703712,20,0.454058249885408,7.3087211989726,17.3507246934712,3,12.6369915794276,transfer,0,1.36734438398563,1.52408032951942,1.36499999999999,19.6453379
0.002,0.1,0.025,0.03,1,1,5000,78,0,18,6,0,NaN,0,1.60559923760554,0.499916680553241,23.9879842205857,20,0.407870149739397,6.51717339912562,13.0018087846205,3,11.2937987554342,transfer,0,1.17756909107158,1.38666272880778,1.35000000000001,18.4362151
0.002,0.1,0.025,0.03,1,1,7500,78,0,19,6,0,NaN,0,1.41191219121474,0.349941676387269,20.8111813842801,20,0.358799243745819,5.55045688073134,7.89207952265104,3,9.80979712000953,transfer,0,1.07807031875672,1.2017052911772,1.32000000000001,20.1059342
0.002,0.1,0.025,0.03,1,1,10000,78,0,20,6,0,NaN,0,1.05237450561556,0,15.3207945188877,20,0.261651298659792,4.19035383175377,4.71758068366082,3,7.30622986013259,transfer,0,0.812255113261714,0.885664555775437,1.29000000000001,19.3479724
0.002,0.1,0.025,0.03,1,1,0,78,0,21,6,0,NaN,0,3.29687907326081,0.799866688885186,48.1852170813554,-20,0.815750723842356,13.1773858682322,10.7863334266077,3,22.7771601108288,transfer,0,2.16327294155538,2.78307351799053,1.44,19.673982
0.002,0.1,0.025,0.03,1,1,2500,78,0,22,6,0,NaN,0,2.82809611544326,0.749875020829862,41.3207128682616,-20,0.70924287657739,11.7513430390369,6.69657845558848,3,20.0533807146403,transfer,0,2.11697189867269,2.3898410587401,1.395,10922.1098095
0.002,0.1,0.025,0.03,1,1,5000,78,98.7002166305616,23,6,98.6502249625062,NaN,0,2.3139497629532,0.599900016663889,28.2240061488615,-20,0.635719124114189,9.49631595405684,1.69900368830274,3,15.3844043140216,transfer,0,2.52602559446949,1.68373711484515,1.33500000000001,26.2253424
0.002,0.1,0.025,0.03,1,1,7500,78,100,24,6,100,NaN,0,1.46236189051029,0.349941676387269,20.5138966887708,-20,0.363332486775656,5.82493643979021,3.68724773822453,3,10.1720060784373,transfer,0,1.30426670196199,1.19681739671142,1.30500000000001,28.6153301
0.002,0.1,0.025,0.03,1,1,10000,78,100,25,6,100,NaN,0,0.943431598750669,0,12.77031012674,-20,0.234016214075094,3.84283405169163,4.26285816634044,3,6.58619639912831,transfer,0,0.942230805092439,0.753149227608511,1.23,27.4938201
0.002,0.1,0.025,0.03,1,1,0,78,0,26,6,0,NaN,0,1.54083191826384,100,23.5493879568013,30,0.416600045097714,6.85847294561183,22.9859799743043,3,11.674720051129,transfer,0,1.38108460769721,1.37786156620761,1.33500000000001,28.1225354
0.002,0.1,0.025,0.03,1,1,2500,78,0,27,6,0,NaN,0,1.50122249584749,0.449925012497917,22.9729644757266,30,0.398843839918014,6.46957195917199,19.2249191439143,3,11.1046004854579,transfer,0,1.22508969622428,1.33321751951602,1.35000000000001,23.367461
0.002,0.1,0.025,0.03,1,1,5000,78,0,28,6,0,NaN,0,1.37990835043779,0.349941676387269,20.8157431695116,30,0.357887022441538,5.73143684323741,15.9250096767941,3,9.92906700170715,transfer,0,1.0752287300013,1.20526778899603,1.33500000000001,24.7569907
0.002,0.1,0.025,0.03,1,1,7500,78,0,29,6,0,NaN,0,1.2390770504691,0.199966672221296,18.4966987703737,30,0.313726740759442,5.02003735864632,11.016781542109,3,8.73800933660459,transfer,0,0.924051234830656,1.0685093826356,1.32000000000001,27.2087967
0.002,0.1,0.025,0.03,1,1,10000,78,0,30,6,0,NaN,0,1.00463710332789,0,14.7976522921789,30,0.250215743473248,3.99823794122403,6.81485232528054,3,7.01574981273734,transfer,0,0.77047001876155,0.85429460563429,1.27500000000001,24.3303755
0.002,0.1,0.025,0.03,1,1,0,78,0,31,6,0,NaN,0,3.7535418304567,0.799866688885186,52.817467611293,-30,0.953197982928454,15.0700921392747,7.58375813458939,3,26.0968503580989,transfer,0,2.89737670440199,3.07240692942819,1.425,24.0221026
0.002,0.1,0.025,0.03,1,1,2500,78,0,32,6,0,NaN,0,2.97523968146306,0.749875020829862,42.5890911459606,-30,0.726583448479294,11.8607431163963,4.44318945248474,3,20.5937757922911,transfer,0,2.18523395306555,2.46837189262363,1.395,24.5310499
0.002,0.1,0.025,0.03,1,1,5000,78,100,33,6,100,NaN,0,2.12665917162286,0.599900016663889,30.249598672215,-30,0.527684250820091,8.36706482635282,3.43403084775264,3,14.7508747738157,transfer,0,1.81282668296752,1.75922320095122,1.33500000000001,24.0836304
0.002,0.1,0.025,0.03,1,1,7500,78,100,34,6,100,NaN,0,1.39733806218899,0.349941676387269,19.0625158682941,-30,0.344415812632499,5.62442716636829,4.05824109277226,3,9.67748424808633,transfer,0,1.34398738980148,1.11922204290529,1.29000000000001,28.1661373
0.002,0.1,0.025,0.03,1,1,10000,78,100,35,6,100,NaN,0,0.899675758717557,0,11.9750784070532,-30,0.224406089792312,3.73327257311996,4.50821450971607,3,6.34810352790373,transfer,0,0.979281108418323,0.711176126527498,1.215,26.3061149
