Kd,Ki,Kp,accelTau,accelWeight,accepted,altitude_m,candidate,compressor_Nc_outside_percent,environment,events_inside_1pct_throughout,fallback_percent,first_failure_eval_s,fuel_limit_percent,fuel_peak_lbm_s,gp_outside_percent,iae_rpm_s,isa_delta_C,max_2s_fuel_range_lbm_s,max_fuel_slew_lbm_s2,minimum_margin_percent,mode,peak_rpm,phase,recovery_1pct_speed_s,ringing_excess_TV_lbm_s,rmse_rpm,settling_to_point1_rpm_s,wall_seconds,rmse_ratio,ringing_ratio,joint_score,beats_base_both
0,21,1.75,0.03,1,1,4000,52,0,36,6,0,NaN,0,2.07274310776904,0.549908348608565,87.5344435181966,5,0.554154749571788,8.82258261848479,10.0383572551252,1,14.4459201935751,tune,0,1.81918184911517,2.51180038248116,Inf,18.63585,0.992231138621631,0.895958584206189,0.992231138621631,1
0,22,1.75,0.03,1,1,4000,53,0,36,6,0,NaN,0,2.08243917844085,0.549908348608565,83.5663740132936,5,0.563100642706786,8.92917486549914,9.87611626314733,1,14.3845167575018,tune,0,1.96932255574973,2.40991667984129,Inf,29.4758952,0.951984237242673,0.96990383328255,0.96990383328255,1
0,21,2,0.03,1,1,4000,54,0,36,6,0,NaN,0,2.0757746579042,0.549908348608565,87.4663819856312,5,0.564561249802475,9.60712147173259,9.9929984229403,1,13.6153631376146,tune,0,2.2024007772062,2.48650164725401,Inf,23.1546844,0.982237433295684,1.08469633377227,1.08469633377227,0
0,22,1,0.03,1,1,4000,55,0,36,6,0,NaN,0,2.11946184990426,0.749875020829862,83.7252505250968,5,0.589670284500019,6.6706740554482,9.22844302161057,1,17.8081680697942,tune,0,2.33599758443851,2.51754998065049,Inf,20.7407364,0.994502390102426,1.15049360759651,1.15049360759651,0
0,24,1,0.03,1,1,4000,56,0,36,6,0,NaN,0,2.14550624743937,0.699883352774538,76.6977804697646,5,0.616008386146,6.9941922143958,8.8123166284609,1,17.5627040622076,tune,0,3.05469052460252,2.33909231293474,Inf,20.6015249,0.924006638900078,1.50445443315198,1.50445443315198,0
0,20,8,0.03,0.05,1,4000,57,0,36,6,0,NaN,0,2.04674253682493,1.2497917013831,95.3480544533629,5,0.501673824379444,3.39859154577846,10.4435254364909,2,27.210753510315,tune,0,0.615200164382902,4.50914962388782,2.175,25.955275,1.78123974211118,0.30298997791343,1.78123974211118,0
0,30,8,0.03,0.05,1,4000,58,0,36,6,0,NaN,0,2.078959317698,1.14980836527245,74.2109418752201,5,0.533890605557435,3.43958162784332,9.92481892025679,2,26.158785334801,tune,0,1.05868314304328,3.83271014964745,2.205,21.2321718,1.5140273018172,0.521408154124544,1.5140273018172,0
0,20,12,0.03,0.05,1,4000,59,0,36,6,0,NaN,0,2.01400462862325,0.949841693051158,91.8770279794342,5,0.468935916174585,4.95905039274526,11.0444825567034,2,20.5057099158093,tune,0,0.229416393721515,3.65480241297489,2.83500000000001,18.8842633,1.44374878869992,0.112989027134585,1.44374878869992,0
0,30,12,0.03,0.05,1,4000,60,0,36,6,0,NaN,0,2.03328077621043,0.949841693051158,61.5298199234657,5,0.488212064179155,5.00003842568465,10.7275195233252,2,20.1972728687451,tune,0,0.460201645413175,3.06364248718566,1.455,27.0613107,1.21022414623055,0.226652225490429,1.21022414623055,0
0,20,16,0.03,0.05,1,4000,61,0,36,6,0,NaN,0,2.00291089611076,0.749875020829862,91.8024224279171,5,0.464791294872891,6.45409968303648,11.2039258405396,2,16.9291298721309,tune,0,0.494961456486636,3.15568871380598,3.88500000000001,22.5023397,1.24658497047531,0.243771652628403,1.24658497047531,0
