environment,method_id,method,accepted,altitude_m,isa_delta_C,Kp,Ki,Kd,accelTau,accelWeight,rmse_rpm,peak_rpm,ringing_excess_TV_lbm_s,recovery_1pct_speed_s,settling_to_point1_rpm_s,minimum_margin_percent,max_fuel_slew_lbm_s2,fuel_peak_lbm_s,iae_rpm_s,fuel_limit_percent,compressor_Nc_outside_percent,gp_outside_percent,fallback_percent
7,4,R2 split feedback,1,2500,-10,16,40,0,0.03,0.05,2.55246437810476,20.1854138198214,1.25535050814482,0,1.68000000000001,8.68785479164314,9.18684520232211,2.66632163988952,50.0721470456736,0,0,0.799866688885186,0
7,5,R3 normalized feedback,1,2500,-10,0.025,0.1,0.002,0.03,1,2.24550790217064,18.4745051332629,1.81738584149435,0,1.41,8.86189737778639,10.7385995789588,2.653470975524,38.8913585975582,0,0,0.699883352774538,0
8,1,Base PI,1,5000,-10,0.025,0.05,NaN,NaN,NaN,2.57598408854443,22.1924184286436,2.28281005874944,0,2.38500000000001,3.92995191313311,4.7702939668253,2.20164843422476,53.3758151934776,0,0,0,NaN
8,2,Previous inverse PI,1,5000,-10,2,30,NaN,NaN,NaN,2.62121326239017,13.8133275644068,3.72689486758352,0,Inf,3.98004041873391,10.6532196618774,2.19889705996884,128.959150556524,0,0,0.549908348608565,NaN
8,3,R1 retuned inverse PI,1,5000,-10,1.5,22,0,0.03,1,3.54813537201945,15.9383811503176,1.74288306998917,0,Inf,5.02054598064199,8.17748978401527,2.13101043623382,176.032257294811,0,0,0.649891684719213,0
8,4,R2 split feedback,1,5000,-10,16,40,0,0.03,0.05,4.94465746148469,26.5511050141686,0.712091565074769,0,3.36,5.49451792488661,4.79872521948712,2.10083308450849,118.959168847513,0,0,1.19980003332778,0
8,5,R3 normalized feedback,1,5000,-10,0.025,0.1,0.002,0.03,1,1.77220265456499,14.7470306289961,1.59739153319606,0,1.36499999999999,5.27807173484278,8.53653005001567,2.11464640700516,30.6273295666146,0,0,0.649891684719213,0
9,1,Base PI,1,7500,-10,0.025,0.05,NaN,NaN,NaN,1.86041726053189,16.4171950052551,1.86861348725269,0,2.19,1.86001403520606,3.52182588631954,1.59796010103828,37.6011857278469,0,100,0,NaN
9,2,Previous inverse PI,1,7500,-10,2,30,NaN,NaN,NaN,31.1000187221633,78.3121389362768,2.41697545723133,0,Inf,2.21845409991258,7.01891752969002,1.5807298219919,2030.32411654464,0,100,0.399933344442593,NaN
9,3,R1 retuned inverse PI,1,7500,-10,1.5,22,0,0.03,1,41.109875265556,107.094235090906,1.11927605567522,Inf,Inf,3.20774588530435,5.38919764702457,1.53359876501614,2676.80186289557,0,100,0.499916680553241,0
9,4,R2 split feedback,1,7500,-10,16,40,0,0.03,0.05,136.861806315379,181.461912037288,0.650756619908989,Inf,Inf,3.00992472335396,2.78190408656664,1.54122508337163,11563.6714260466,0,17.013831028162,2.68288618563573,0
9,5,R3 normalized feedback,1,7500,-10,0.025,0.1,0.002,0.03,1,1.27200885254204,10.6066621619193,1.2684847091025,0,1.30500000000001,3.27079245280089,5.97200838269809,1.53024560407374,21.9141964871551,0,100,0.449925012497917,100
10,1,Base PI,1,10000,-10,0.025,0.05,NaN,NaN,NaN,1.17324980385403,10.5584251868768,1.26005128638325,0,1.98,2.65666874153932,2.3337166647917,1.02681532287807,23.520479833416,0,100,0,NaN
10,2,Previous inverse PI,1,10000,-10,2,30,NaN,NaN,NaN,7.10625824775962,13.4464537827498,1.58457284185846,0,Inf,3.00928521969502,4.4741368279412,1.0157657972887,507.225929362428,0,100,0,NaN
10,3,R1 retuned inverse PI,1,10000,-10,1.5,22,0,0.03,1,9.70905031310736,18.3743877141951,0.745734527772486,0,Inf,4.0202185402371,3.42715724398042,0.984729091605542,692.799475784754,0,100,0,0
10,4,R2 split feedback,0,10000,-10,16,40,0,0.03,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,16.3975155279503,0
10,5,R3 normalized feedback,1,10000,-10,0.025,0.1,0.002,0.03,1,0.797899619799219,6.86094015303024,0.922291156330763,0,1.26000000000001,3.92825885876588,3.97464316881622,0.987458048368594,13.6325306959672,0,100,0,100
11,1,Base PI,1,0,10,0.025,0.05,NaN,NaN,NaN,2.71986360600175,23.5356567196905,2.16970072970909,0,2.52,17.0783411361901,5.22383827235979,2.22276919978216,57.7698104753039,0,0,0,NaN
11,2,Previous inverse PI,1,0,10,2,30,NaN,NaN,NaN,1.790478955793,14.6460477096916,4.29640035918912,0,4.08,16.4951069496038,11.280000785516,2.2674784512425,53.3235867615823,0,0,0.599900016663889,NaN
11,3,R1 retuned inverse PI,1,0,10,1.5,22,0,0.03,1,2.38722634900164,16.5814885889431,2.00509732620492,0,4.36499999999999,17.7530377845156,8.6395285904707,2.18811232897743,72.7748656077014,0,0,0.699883352774538,0
11,4,R2 split feedback,1,0,10,16,40,0,0.03,0.05,2.04474597316709,17.1380518832666,1.32272502988041,0,1.66500000000001,18.1975556136605,8.00201568411203,2.15978572719601,39.7670477418658,0,0,0.699883352774538,0
11,5,R3 normalized feedback,1,0,10,0.025,0.1,0.002,0.03,1,1.87956490182577,15.6236415542517,1.64414657477128,0,1.395,18.5210718140129,9.07434143988028,2.14154723215964,32.4043988923859,0,0,0.699883352774538,0
12,1,Base PI,1,2500,10,0.025,0.05,NaN,NaN,NaN,2.51663601664706,21.6263418082963,1.99785159041078,0,2.47499999999999,13.4390631470848,4.73341331076567,2.0918889672389,53.4226224504186,0,0,0,NaN
12,2,Previous inverse PI,1,2500,10,2,30,NaN,NaN,NaN,1.72688821438945,13.4604986472859,3.78138655832963,0,4.41,12.9341380653349,10.11887244492,2.12722704367043,54.1965386278944,0,0,0.499916680553241,NaN
12,3,R1 retuned inverse PI,1,2500,10,1.5,22,0,0.03,1,2.30775201411272,15.2992137029287,1.76394057256568,0,4.72500000000001,14.1306923831639,7.74963565608046,2.05599014904478,73.9416551420651,0,0,0.649891684719213,0
12,4,R2 split feedback,1,2500,10,16,40,0,0.03,0.05,2.06445048417771,16.1386672021454,0.927626680906764,0,1.605,14.870184362012,6.82716636900794,2.01180942657289,40.5203313045299,0,0,0.699883352774538,0
12,5,R3 normalized feedback,1,2500,10,0.025,0.1,0.002,0.03,1,1.7398297609316,14.2978998097915,1.463246144412,0,1.38,14.8410324351514,8.18128743663594,2.01568142869093,30.0612629299596,0,0,0.599900016663889,0
