source_id,source_row,time_s,speed_rpm,fuel_lbm_s,acceleration_rpm_s
1,3147,47.19,9021.17367688399,0.52133735236636,-402.412922183261
2,5188,77.805,9727.53513593786,2.12800290761195,-149.640951140309
2,5263,78.93,9558.52285584129,1.74892302715449,-150.41055229733
2,2443,36.63,9265.23482479226,1.56962037828715,99.8416281289761
1,2696,40.425,9170.67703873835,0.472725801979652,-629.023010183235
2,4121,61.8,9540.73724712141,2.01598415935779,49.8560473806755
1,2990,44.835,9161.28734093662,2.5287526228852,775.03469262362
1,3088,46.305,9866.27580984108,1.43589342542633,-835.959985326932
2,5122,76.815,9876.60695405481,2.46569408275153,-150.702823778701
1,2671,40.05,9450.21612190479,0.675576183209608,-816.349837569369
2,5140,77.085,9835.84222664905,2.37209338074622,-150.748585785065
2,3266,48.975,9501.06874755549,1.70125202692581,-100.211909800533
1,2923,43.83,9276.43089996238,0.333789086078624,-890.671006058681
1,2014,30.195,9003.21948299226,1.04827883522231,44.8155566728067
2,5159,77.37,9792.910534306,2.27499870853904,-150.565570039789
1,2054,30.795,9070.03452968457,1.35339637909385,183.453451089902
1,3131,46.95,9185.46265339563,0.196528221620426,-903.695550555964
2,5238,78.555,9614.91376967523,1.87191965904875,-150.336810250108
2,2690,40.335,9634.76401166189,2.30643079523039,99.7608091478915
2,5492,82.365,9098.67226488218,1.12274071122942,-11.9200537640119
1,2715,40.71,9031.14341074182,0.629215612407472,-319.087323180883
1,2985,44.76,9107.70625572468,2.22039895019567,672.046959940322
1,2988,44.805,9138.92783958285,2.40470518277986,735.326786790591
1,3004,45.045,9348.32053923287,3.39764965683817,1007.26430110863
1,3054,45.795,9998.3090067237,3.58066705329513,319.59567332639
2,3174,47.595,9639.37564916667,2.00263543828029,-100.260526613958
1,3032,45.465,9779.93754337794,4.19442633470369,912.133183455331
1,2287,34.29,9959.94225000465,2.5483396521693,-220.37016342702
1,3090,46.335,9840.79976930961,1.31583593382489,-887.26258028594
1,2455,36.81,9002.89881204315,1.17638264649596,136.671583541078
1,3135,47.01,9133.45435836655,0.238793429651389,-800.487911328678
1,3036,45.525,9833.18127846351,4.17122680457018,842.222646731656
1,3139,47.07,9088.13160230441,0.310985707134934,-676.655425338739
1,2532,37.965,9577.43936860957,3.2001394617149,682.110869392766
2,5104,76.545,9917.67739439188,2.55395767976233,-155.105828982941
1,2675,40.11,9401.43600946587,0.615740984038061,-804.397793458157
1,2536,38.025,9618.17587225023,3.28585165832765,673.40818508067
1,2379,35.67,9310.41299581033,0.7713772369868,-548.32123020078
2,2610,39.135,9515.32620694952,2.03610997355127,98.6290696782643
1,3079,46.17,9958.52239026614,2.01180446310572,-560.575520370081
1,2702,40.515,9117.24018319333,0.497715967600012,-541.349704183817
1,3092,46.365,9813.83475892776,1.20164661425781,-932.000077729588
2,5082,76.215,9967.50983308977,2.6262182917337,-182.919928650057
1,3179,47.67,9102.35293857639,2.35661319141386,745.898794015691
